Popis,,"Stav zásoby","Cena bez DPH","Cena s DPH",,,Zkratka
"62/28  2RS (28x58x16)    NSK",,4,"283,2","342,67",,,LOŽISKO
"62/32 2RS  (32x65x17)    NSK",,0,"474,8","574,51",,,LOŽISKO
"6300  2RS                SKF",,16,100,121,,,LOŽISKO
"6300 2Z                    SKF",,4,"89,1","107,81",,,LOŽISKO
"63001 2RS                NSK",,2,"201,1","243,33",,,LOŽISKO
"63003 2RS      SNR",,4,"320,4","387,68",,,LOŽISKO
"63004 2RS",,0,326,"394,46",,,LOŽISKO
"63005 2RS                SKF",,0,"359,2","434,63",,,LOŽISKO
"63007 2RS                SKF",,0,"540,2","653,64",,,LOŽISKO
"6301 2RSH                SKF",,18,"118,5","143,39",,,LOŽISKO
"6302 Q                       SKF",,7,"143,1","173,15",,,LOŽISKO
"6302 2RS                 SKF",,10,129,"156,09",,,LOŽISKO
"6302 2RS                FAG",,0,"77,1","93,29",,,LOŽISKO
"6302 2RS/C3          NSK",,6,"111,2","134,55",,,LOŽISKO
"6302 2Z                 SKF",,6,"121,2","146,65",,,LOŽISKO
"6302 2Z/C3               NSK",,2,"95,4","115,43",,,LOŽISKO
"6303 C3                    SKF",,10,"181,5","219,62",,,LOŽISKO
"6303 Q                      SKF",,5,"106,6","128,99",,,LOŽISKO
"6303 2RS                 SKF",,10,"138,7","167,83",,,LOŽISKO
"6303 2RS              TIM",,0,"109,9","132,98",,,LOŽISKO
"6303 2RS C3             NSK",,8,"144,5","174,85",,,LOŽISKO
"6303 2RS C3             SKF",,7,"141,9","171,7",,,LOŽISKO
"6303 2RS (DDUCM)      NSK",,0,"115,7",140,,,LOŽISKO
"6303 2Z                 SKF",,5,"138,7","167,83",,,LOŽISKO
"6304  NR                     SKF",,5,"462,1","559,14",,,LOŽISKO
"6304  Q                     SKF",,8,"115,9","140,24",,,LOŽISKO
"6304  2Z       C3          SKF",,17,"140,2","169,64",,,LOŽISKO
"6304 C3                     SKF",,7,"165,7","200,5",,,LOŽISKO
"6304 2RS C3             NSK",,0,"131,4","158,99",,,LOŽISKO
"6304 2RSH                  SKF",,9,"168,1","203,4",,,LOŽISKO
"6304 2RS/C3            SKF",,6,"172,8","209,09",,,LOŽISKO
"6304 2Z                     SKF",,5,"149,8","181,26",,,LOŽISKO
"6305                         SKF",,4,"159,1","192,51",,,
"6305  C3                   NSK",,0,"167,4","202,55",,,LOŽISKO
"6305  C3                   TIMKEN",,0,"167,4","202,55",,,LOŽISKO
"6305 C3                      FAG",,0,"133,2","161,17",,,LOŽISKO
"6305 C3                 SKF",,0,"165,9","200,74",,,LOŽISKO
"6305 N                         SKF",,1,434,"525,14",,,"6305 N"
"6305 2RS                 FAG",,0,"143,1","173,15",,,LOŽISKO
"6305 2RS                 NSK",,0,"167,4","202,55",,,LOŽISKO
"6305 2RS C3          NSK",,7,"169,4","204,97",,,LOŽISKO
"6305 2RS1                SKF",,14,"207,3","250,83",,,LOŽISKO
"6305 2RS1 C3    SKF",,8,184,"222,64",,,LOŽISKO
"6305 2RS1 C3   NSK",,8,184,"222,64",,,LOŽISKO
"6305 2Z                  SKF",,13,"183,8","222,4",,,LOŽISKO
"6305 2Z  C3                SKF",,3,"176,9","214,05",,,LOŽISKO
"6306                  SKF",,6,255,"308,55",,,LOŽISKO
"6306   C3               SKF",,0,"524,1","634,16",,,LOŽISKO
"6306   2ZR/ C3   SKF",,4,"211,4","255,79",,,LOŽISKO
"6306 C3                     NSK",,0,"173,1","209,45",,,LOŽISKO
"6306 NR                   SKF",,1,"464,6","562,17",,,Ložisko
"6306 2 RS1               SKF",,8,"267,6","323,8",,,LOŽISKO
"6306 2 ZR/C3      SKF",,0,"207,3","250,83",,,LOŽISKO
"6306 2RSR               FAG",,0,"171,1","207,03",,,LOŽISKO
"6306 2ZR       SKF",,8,"253,6","306,86",,,LOŽISKO
"6307                    SKF",,8,"301,5","364,82",,,LOŽISKO
"6307  2RS        SKF",,8,"362,8","438,99",,,LOŽISKO
"6307  2RSR               FAG",,0,"332,7","402,57",,,LOŽISKO
"6307  2Z                   SKF",,7,"323,4","391,31",,,LOŽISKO
"6307 2RS C3            SKF",,0,369,"446,49",,,
"6307 2Z/C3             SKF",,3,"326,3","394,82",,,LOŽISKO
"6307 /C3             SKF",,0,"312,4",378,,,LOŽISKO
"6308                     SKF",,3,"456,9","552,85",,,LOŽISKO
"6308 2RS1               SKF",,5,"533,3","645,29",,,LOŽISKO
"6308 2RS1 C3              SKF",,0,511,"618,31",,,LOŽISKO
"6308 2Z                    SKF",,0,"414,6","501,67",,,LOŽISKO
"6308 2Z/C3               SKF",,0,"425,4","514,73",,,LOŽISKO
"6309  2RS                    SKF",,6,"702,2","849,66",,,LOŽISKO
"6309 2 Z                    SKF",,0,"594,9","719,83",,,LOŽISKO
"6309 2 Z  C3              NSK",,0,"504,8","610,81",,,LOŽISKO
"6310                         SKF",,3,"779,6","943,32",,,LOŽISKO
"6310 2RS1          SKF",,2,785,"949,85",,,LOŽISKO
"6310 2RS1 C3       SKF",,0,"884,2","1069,88",,,LOŽISKO
"6310 2Z                    SKF",,1,"715,4","865,63",,,LOŽISKO
"6311 2 RS                   SKF",,0,"1060,9","1283,69",,,LOŽISKO
"6311 2 RS                 FAG",,0,"1036,6","1254,29",,,LOŽISKO
"6311 2Z                    SKF",,0,"861,4","1042,29",,,LOŽISKO
"6312 2RS1                SKF",,0,"1263,3","1528,59",,,LOŽISKO
"6312 2Z              SKF",,0,"1263,3","1528,59",,,LOŽISKO
"6313  C3                   SKF",,0,"2255,7","2729,4",,,LOŽISKO
"6313  2Z  C3",,0,"2255,7","2729,4",,,LOŽISKO
"6315  2Z  C3",,0,3231,"3909,51",,,LOŽISKO
"6316  2RS   SKF",,0,"4207,7","5091,32",,,LOŽISKO
"6316  2Z  C3",,0,"2255,7","2729,4",,,LOŽISKO
"636 2Z   TIM",,2,"59,5",72,,,LOŽISKO
"63/22  2RS (DDU) (22x56x16)  NSK",,1,362,"438,02",,,LOŽISKO
"63/22 C3   (22x56x16)  NSK",,3,"362,8","438,99",,,LOŽISKO
"63/28 C3  (28x68x18)   NSK",,2,"356,4","431,24",,,LOŽISKO
"63/28 C4  (28x68x18)   NTN",,0,"562,1","680,14",,,LOŽISKO
"63/28 2RS  (28x68x18)   NSK",,6,"394,1","476,86",,,LOŽISKO
"6403     SKF",,0,"591,3","715,47",,,LOŽISKO
"6407                          SKF",,0,"1343,2","1625,27",,,LOŽISKO
"6407                         FAG",,0,"1065,8","1289,62",,,LOŽISKO
"6409             SKF",,0,"1813,3","2194,09",,,LOŽISKO
"683  ZZ           EZO Japan",,0,"98,1","118,7",,,Ložisko
"684  ZZ                    EZO",,0,"93,4","113,01",,,Ložisko
"685  ZZ                    EZO",,0,"86,4","104,54",,,Ložisko
"686   EZO",,0,"116,8","141,33",,,LOŽISKO
"686 2RS  EZO",,10,"116,8","141,33",,,LOŽISKO
"686 2Z  EZO",,0,"116,8","141,33",,,LOŽISKO
"688 2Z W6   EZO",,4,"116,8","141,33",,,LOŽISKO
"6900 2 RS    EZO",,2,"116,8","141,33",,,LOŽISKO
"6901 2RS L",,0,"143,4","173,51",,,LOŽISKO
"6912  2Z    NSK",,0,"1137,3","1376,13",,,LOŽISKO
"694 2RS  EZO",,0,73,"88,33",,,LOŽISKO
"694 2Z     NSK",,6,"144,1","174,36",,,LOŽISKO
"695 2Z   EZO",,5,73,"88,33",,,LOŽISKO
"699 2RS    NSK",,0,"180,9","218,89",,,Ložisko
"7005 CTRDUL P3",,0,"4371,3","5289,27",,,LOŽISKO
"7006 CTRDUL P3",,0,"4540,6","5494,13",,,LOŽISKO
"7013 CD P4 A             SKF",,1,4380,"5299,8",,,LOŽISKO
"7020 CD/P4AGBA           SKF",,0,"4182,9","5061,31",,,LOŽISKO
"7022 ACD/C4ATBTA          SKF",,0,"4182,9","5061,31",,,LOŽISKO
"71906 CD/P4A      SKF",,0,4650,"5626,5",,,LOŽISKO
"71912 ACDGA/P4A             SKF",,0,"4182,9","5061,31",,,LOŽISKO
"7203 BTVP                FAG",,0,378,"457,38",,,LOŽISKO
"7204 BEP   SKF",,0,"447,4","541,35",,,LOŽISKA
"7205 CTRSUL P3       NSK",,0,2482,"3003,22",,,LOŽISKO
"7205-CB-T-P4S-UL      FAG",,0,2701,"3268,21",,,LOŽISKA
"7208   B",,2,4526,"5476,46",,,LOŽISKO
"7210  CTRSUL P3    NSK",,0,4526,"5476,46",,,LOŽISKO
"7211 BEP",,0,"1109,6","1342,62",,,LOŽISKO
"7302            SKF",,1,"502,6","608,15",,,LOŽISKO
"7304 BTP                   FAG",,1,"153,3","185,49",,,LOŽISKO
"7305 BTP5                FAG",,16,"207,3","250,83",,,LOŽISKO
"7311 BEP                  SKF",,0,"2051,3","2482,07",,,LOŽISKO
"7913 CTRDUL P3      NSK",,0,4964,"6006,44",,,LOŽISKO
"7926  A5TRSULP3      NSK",,0,4964,"6006,44",,,LOŽISKO
"81120 TN",,0,"3880,5","4695,41",,,"Ložisko axialní"
"81210 TN                 INA",,0,"4079,4","4936,07",,,LOŽISKO
,,,,,,,
