Popis,,"Stav zásoby","Cena bez DPH","Cena s DPH",,,Zkratka
75-90-8,,13,"30,9","37,39",,,Gufero
"75-95-10 GP",,11,"34,8","42,11",,,Gufero
"75-95-8   GP",,2,"42,7","51,67",,,Gufero
78-100-13,,20,"41,2","49,85",,,Gufero
"79-110-13   G  NBR",,6,"49,9","60,38",,,Gufero
7-16-7,,8,25,"30,25",,,Gufero
7-19-6,,20,25,"30,25",,,Gufero
7-22-8,,6,"23,1","27,95",,,Gufero
"80-100-10 GP",,12,"32,8","39,69",,,Gufero
"80-100-12   WC",,0,"249,2","301,53",,,Gufero
80-100-13,,4,"38,5","46,59",,,Gufero
"80-100-13   GP",,24,"45,8","55,42",,,Gufero
"80-100-13 MVQ GP",,4,"87,6",106,,,Gufero
"80-100-13 MVQ GPDLV",,13,"62,7","75,87",,,Gufero
"80-105-10  GP",,19,"92,4","111,8",,,Gufero
"80-105-13                       ERIKS",,4,"101,2","122,45",,,Gufero
80-110-10,,0,"48,8","59,05",,,Gufero
"80-110-10 GP",,19,"85,4","103,33",,,Gufero
"80-110-13   GP",,29,"49,9","60,38",,,Gufero
"80-95-8    GP",,26,"54,3","65,7",,,Gufero
"82-105--12            NAK",,8,78,"94,38",,,Gufero
85-100-10,,5,"36,2","43,8",,,Gufero
"85-105-10  MVQGP",,0,542,"655,82",,,Gufero
"85-105-13    GP",,0,"114,8","138,91",,,Gufero
85-110-12,,8,"25,4","30,73",,,Gufero
"85-110-13               DIKE",,0,"57,1","69,09",,,Gufero
"85-110-13 GP",,6,"36,2","43,8",,,Gufero
"85-110-13 GP             TF(Viton)",,0,132,"159,72",,,Gufero
"85-110-13 MVQ GDLV",,7,64,"77,44",,,Gufero
"85-110-13 MVQ GPDPV",,18,"78,2","94,62",,,Gufero
85-120-12,,16,"42,5","51,43",,,Gufero
"85-120-13  GP",,25,"58,9","71,27",,,Gufero
"85-125-12           ERIKS",,0,"386,6","467,79",,,Gufero
"85-130-10    GP",,20,"118,9","143,87",,,Gufero
85-130-12,,0,"118,9","143,87",,,Gufero
"85-130-12  GP",,0,"196,4","237,64",,,Gufero
85-95-8,,3,0,0,,,Gufero
88-110-13,,0,"94,2","113,98",,,Gufero
8-14-4,,18,"24,1","29,16",,,Gufero
"8-15-5      G",,31,9,"10,89",,,Gufero
8-16-7,,19,9,"10,89",,,Gufero
"8-16-7 GP",,14,"12,5","15,13",,,Gufero
"8-18-5  GP",,9,"12,4",15,,,Gufero
"8-20-5 GP                          ERIKS",,4,"38,7","46,83",,,Gufero
8-22-7,,3,"11,4","13,79",,,Gufero
"8-22-7 GP",,16,"11,4","13,79",,,Gufero
8-22-8,,0,"7,5","9,08",,,Gufero
8-30-10,,12,"8,2","9,92",,,Gufero
"90-110-10  GP",,11,"42,7","51,67",,,Gufero
"90-110-12   FKM VIAS",,2,"331,6","401,24",,,Gufero
"90-110-12  GP",,12,"50,5","61,11",,,Gufero
90-110-13,,0,"38,8","46,95",,,Gufero
"90-110-13 FKM",,0,"393,2","475,77",,,Gufero
"90-110-13 GP",,8,"38,8","46,95",,,Gufero
"90-110-13 MVQ",,10,"104,7","126,69",,,Gufero
"90-115-10  GP",,0,"97,7","118,22",,,Gufero
"90-115-13  G",,3,"92,7","112,17",,,Gufero
90-120-13,,10,"44,8","54,21",,,Gufero
"90-125-13 GP",,0,"68,4","82,76",,,Gufero
90-140-13,,0,"152,1","184,04",,,Gufero
95-110-13,,11,"50,8","61,47",,,Gufero
95-120-13,,6,"56,1","67,88",,,Gufero
"95-120-13 GP",,16,"50,1","60,62",,,Gufero
95-130-13,,9,"54,7","66,19",,,Gufero
"95-130-13 GP",,23,"58,6","70,91",,,Gufero
"9-16-4                          NAK",,0,15,"18,15",,,Gufero
9-19-4,,9,"38,4","46,46",,,Gufero
"9-20-7 GP",,3,"28,3","34,24",,,Gufero
9-22-8,,8,10,"12,1",,,Gufero
9-30-10,,12,"8,5","10,29",,,Gufero
??????????,,0,"16,8","20,33",,,Gufero
,,,,,,,
